episode,robot_pos,target_pos,step
384,"[267.36362186458524, 520.7904299551807, 276.0]","[259, 527]",483
385,"[260.12651440030345, 171.42402468187538, 118.0]","[270, 169]",650
386,"[490.74918094764905, 285.26103044613444, 192.0]","[496, 294]",1013
387,"[257.6899713733964, 499.3257414450973, 336.0]","[248, 496]",1299
388,"[326.6970615514881, 150.55709585811763, 126.0]","[337, 149]",1032
389,"[694.4661530014477, 293.7400790769547, 154.0]","[704, 297]",860
390,"[716.1764734703302, 272.1458778366979, 194.0]","[721, 281]",820
391,"[731.9500767076579, 87.55042657198668, 150.0]","[742, 90]",1056
392,"[83.05429635682287, 276.3259369264298, 312.0]","[73, 277]",655
393,"[458.311487628433, 450.8576777271402, 228.0]","[458, 461]",675
394,"[514.3965027557387, 538.5551315183096, 338.0]","[505, 535]",508
395,"[217.886637836553, 289.1943887961616, 264.0]","[211, 297]",555
396,"[417.12009369162007, 276.54653578793796, 202.0]","[421, 286]",874
397,"[423.92604860801583, 451.4368506930806, 304.0]","[414, 453]",673
398,"[425.5590746748097, 237.62370126625427, 196.0]","[430, 247]",443
399,"[147.01291806127927, 489.5339242486826, 302.0]","[137, 492]",1106
400,"[360.69944176199783, 250.84582745903575, 226.0]","[361, 261]",250
401,"[722.3501384662198, 211.64204589651337, 204.0]","[726, 221]",865
402,"[161.34988660135062, 97.97754788637444, 6.0]","[155, 90]",1210
403,"[337.2888527768386, 136.22531710722498, 182.0]","[344, 144]",280
404,"[244.54712644067004, 436.25563273328856, 236.0]","[242, 446]",565
405,"[510.8018444892847, 270.19634971874393, 138.0]","[521, 271]",548
406,"[396.6237711950343, 405.31644341620097, 238.0]","[394, 415]",554
407,"[537.6678122319935, 302.6523271572045, 122.0]","[548, 301]",388
408,"[253.53804803945576, 366.9602489495143, 268.0]","[246, 374]",459
409,"[673.394967272442, 537.5974437704489, 226.0]","[673, 548]",1470
410,"[572.5169339871228, 347.0676532263396, 168.0]","[581, 353]",999
411,"[358.5951597453498, 480.24484265216745, 80.0]","[365, 472]",71
412,"[303.964680375091, 163.17468643341974, 204.0]","[307, 173]",175
413,"[108.12562264018842, 253.8013446938183, 308.0]","[98, 255]",489
414,"[706.9730522094248, 266.2092940370378, 136.0]","[717, 267]",623
415,"[149.7800269970101, 220.24506954011676, 34.0]","[148, 210]",1392
416,"[443.9365194325627, 384.3724167205939, 304.0]","[434, 386]",693
417,"[429.82715853713495, 375.7473879273655, 138.0]","[440, 376]",440
418,"[61.24285162224546, 197.60273414920147, 68.0]","[65, 188]",899
419,"[227.22273414276884, 162.9568252609662, 26.0]","[224, 153]",826
420,"[136.5682608571694, 526.317948181677, 336.0]","[127, 523]",481
421,"[117.2257644025542, 472.825011301618, 342.0]","[108, 468]",1356
422,"[261.45532369248684, 401.5933733623921, 68.0]","[265, 392]",317
423,"[666.4720862243211, 340.1039378121205, 184.0]","[673, 348]",937
424,"[147.02893710217646, 442.72474962547324, 16.0]","[142, 434]",1271
425,"[569.2392480804714, 146.69531027199037, 196.0]","[574, 156]",931
426,"[673.2440612416683, 301.50166127670224, 92.0]","[681, 295]",393
427,"[117.61270118382944, 116.11218248698924, 58.0]","[120, 106]",920
428,"[62.19923118653741, 206.6163875191044, 324.0]","[52, 205]",307
429,"[62.0028483688133, 525.5059160946836, 356.0]","[54, 519]",1433
430,"[479.984251839421, 297.4806129049457, 180.0]","[487, 305]",663
431,"[421.17318929954774, 327.1662233294705, 216.0]","[423, 337]",675
432,"[241.02924167735827, 102.33461508926806, 44.0]","[241, 92]",1001
433,"[135.4095094509849, 417.7759366175168, 310.0]","[125, 418]",970
434,"[383.191590296205, 60.84436712236757, 52.0]","[385, 51]",1093
435,"[566.9852445031565, 403.0921002627534, 210.0]","[570, 413]",922
436,"[542.62396422497, 80.67061217177373, 26.0]","[539, 71]",444
437,"[233.50356050052224, 222.79351750786918, 62.0]","[236, 213]",826
438,"[245.64367367855843, 274.2998701891799, 50.0]","[247, 264]",440
439,"[558.14067992337, 312.9197655369093, 308.0]","[548, 314]",379
440,"[544.4242348898296, 74.7450911342819, 88.0]","[551, 67]",937
441,"[725.4096310132817, 351.7747061999446, 222.0]","[726, 362]",1298
442,"[720.4728749963078, 351.7555941988934, 260.0]","[714, 360]",605
443,"[69.34034287884924, 405.2077284187197, 316.0]","[59, 405]",1011
444,"[712.0647635214418, 527.9569807072088, 236.0]","[710, 538]",413
445,"[362.5281363804962, 409.26033026417264, 204.0]","[366, 419]",333
446,"[249.25558030351098, 130.23065789313557, 20.0]","[245, 121]",915
447,"[246.51938954580726, 358.20751931269416, 20.0]","[242, 349]",1023
448,"[674.321108832408, 176.84459854277634, 18.0]","[672, 167]",10
449,"[245.22768522912247, 273.4078312837844, 308.0]","[235, 275]",453
450,"[105.21911154508777, 156.82902164439614, 16.0]","[100, 148]",1231
451,"[217.44920912480035, 172.43375479256542, 66.0]","[221, 163]",1012
452,"[688.6119893520371, 389.97367745399055, 212.0]","[691, 400]",1339
453,"[302.80190463761295, 354.14999149597287, 348.0]","[294, 349]",805
454,"[72.61786492081247, 88.62664017437622, 8.0]","[67, 80]",473
455,"[654.0832609080647, 187.6288273393606, 120.0]","[664, 185]",625
456,"[695.6758378427254, 360.0335469691543, 220.0]","[697, 370]",1149
457,"[140.5605550615134, 133.01165753095978, 356.0]","[133, 126]",635
458,"[415.82224009782294, 309.69202118650935, 110.0]","[425, 305]",582
459,"[93.29779093605383, 69.0020242761526, 36.0]","[92, 59]",1287
460,"[239.44078027167222, 208.03809459979902, 62.0]","[242, 198]",972
461,"[360.950711952884, 449.8959139746224, 344.0]","[352, 445]",621
462,"[304.5731905373254, 180.23064880411206, 52.0]","[306, 170]",165
463,"[684.7614753699129, 95.28251442017257, 88.0]","[692, 88]",925
464,"[181.25778872198438, 510.12500461870223, 4.0]","[175, 502]",929
465,"[58.16856577112558, 194.49659754337162, 20.0]","[54, 185]",1463
466,"[419.69513499379224, 421.8137502659087, 286.0]","[411, 427]",648
467,"[562.7998392694413, 114.9917773219505, 160.0]","[572, 119]",1269
468,"[520.1868934040933, 466.3683448093859, 120.0]","[530, 464]",87
469,"[598.8914460959656, 429.163238296363, 304.0]","[589, 431]",555
470,"[646.2255437481239, 419.93808374559944, 12.0]","[641, 411]",169
471,"[514.4214925784307, 186.36769384851058, 358.0]","[507, 179]",246
472,"[467.94029313242925, 398.71928875713667, 282.0]","[459, 404]",520
473,"[198.49939204090418, 81.50296539023547, 100.0]","[207, 76]",689
474,"[428.661282215524, 247.3545442631488, 196.0]","[434, 256]",457
475,"[654.1748527598434, 89.02787293792723, 120.0]","[664, 87]",269
476,"[510.48474068375384, 267.65214525026323, 168.0]","[519, 273]",1117
477,"[352.0699144022178, 298.41345586620315, 160.0]","[361, 303]",405
478,"[709.9532503924056, 177.92516619390162, 174.0]","[718, 184]",1384
479,"[569.5123072706779, 99.77777433214258, 152.0]","[579, 103]",1411
480,"[192.68621044984653, 346.9572762749648, 216.0]","[194, 357]",347
481,"[432.43959397298227, 302.1768140688237, 168.0]","[441, 308]",121
482,"[716.5636956323364, 482.0514283400916, 180.0]","[724, 489]",813
483,"[379.78284825682414, 451.3561886669057, 246.0]","[376, 461]",472
484,"[409.520678349229, 129.83697198334906, 102.0]","[418, 124]",462
485,"[718.6265438909962, 399.65522479885425, 232.0]","[717, 410]",919
486,"[643.8094562471958, 323.5558400512896, 200.0]","[648, 333]",1191
487,"[352.3186864158331, 146.72851237878245, 98.0]","[361, 141]",824
488,"[532.9288485854565, 490.8130975774192, 180.0]","[540, 498]",901
489,"[393.6847604136849, 218.63207136752118, 346.0]","[385, 213]",622
490,"[126.05284170122832, 108.1909871089579, 40.0]","[125, 98]",513
491,"[107.21629218625141, 182.80892107887914, 14.0]","[102, 174]",338
492,"[563.2523592932849, 349.5297869833884, 104.0]","[572, 344]",431
493,"[549.925853594313, 76.74970169842013, 148.0]","[560, 79]",1157
494,"[563.4434643600049, 427.68320605226904, 78.0]","[569, 419]",258
495,"[526.0204729506122, 145.96435664698802, 38.0]","[525, 136]",440
496,"[263.9777846774749, 527.7729645610748, 138.0]","[274, 529]",86
497,"[218.32520907585743, 431.51829566554045, 202.0]","[222, 441]",264
498,"[672.0596508728072, 460.6059138985044, 192.0]","[678, 469]",1327
499,"[436.9187940183127, 421.9645898508277, 232.0]","[436, 432]",661
500,"[386.919063572838, 478.43534776430755, 264.0]","[380, 486]",869
501,"[193.94856033009475, 117.96243501362993, 96.0]","[202, 112]",83
502,"[80.65269414091841, 499.49193803123103, 334.0]","[71, 496]",798
503,"[382.7173714822729, 265.54614893272526, 124.0]","[393, 264]",693
504,"[144.21134576534007, 513.1591162725459, 312.0]","[134, 514]",861
505,"[203.61296017494138, 121.94896052768999, 92.0]","[211, 115]",691
506,"[633.3585506117815, 462.9484623702234, 226.0]","[633, 473]",1276
507,"[389.2246590087626, 258.2843146642942, 290.0]","[380, 263]",194
508,"[490.88418747726973, 239.172305670331, 70.0]","[495, 230]",214
509,"[470.113659137025, 150.73436646336137, 66.0]","[474, 141]",810
510,"[669.126641362321, 466.69080790202963, 182.0]","[676, 474]",566
511,"[533.2311047660794, 84.71356926561738, 150.0]","[543, 87]",1406
512,"[402.67267800465453, 112.71037615272692, 176.0]","[410, 120]",359
513,"[397.9255434031211, 322.6420610941845, 22.0]","[394, 313]",844
514,"[117.50201974879147, 540.2099884074231, 256.0]","[112, 549]",309
515,"[504.8408645249579, 265.3032707888169, 354.0]","[497, 259]",570
516,"[642.2969054917713, 282.6906981182094, 192.0]","[648, 291]",1097
517,"[253.2446850834818, 498.5368339950757, 224.0]","[253, 509]",637
518,"[185.19739016124186, 220.94678163610382, 340.0]","[176, 217]",741
519,"[515.9279256837858, 103.80858665172376, 146.0]","[526, 106]",660
520,"[144.15739134473725, 548.4742313849497, 314.0]","[134, 549]",226
521,"[303.03838987643337, 328.20346994564255, 358.0]","[296, 321]",364
522,"[59.94099392061459, 409.28155559509815, 330.0]","[50, 407]",1118
523,"[73.66091662709414, 106.72044335295709, 12.0]","[68, 98]",635
524,"[361.3094427676735, 396.6554895973415, 224.0]","[361, 407]",229
525,"[193.85607097057238, 475.574220584618, 292.0]","[184, 479]",891
526,"[599.6133464202261, 358.3334668474145, 282.0]","[591, 364]",534
527,"[619.0432148349875, 116.0599729502301, 126.0]","[629, 115]",806
528,"[113.94757011398121, 370.7434601500559, 0.0]","[107, 363]",585
529,"[537.1539129558901, 70.141426507572, 80.0]","[543, 62]",1099
530,"[84, 85, 0]","[78, 86]",1
531,"[269.357983860627, 489.98516417464896, 268.0]","[262, 497]",683
532,"[337.5036484911403, 146.84514753903974, 338.0]","[333, 156]",12
533,"[328.22225244420486, 257.97629668642287, 318.0]","[318, 257]",594
534,"[392.01763655355813, 269.6547049609798, 170.0]","[400, 276]",708
535,"[249.28661755312524, 279.66944220155153, 274.0]","[241, 286]",302
536,"[389.8241488720798, 329.0285458733149, 26.0]","[387, 319]",776
537,"[75.83171313525418, 233.597801016829, 286.0]","[67, 239]",272
538,"[334.42689593163465, 244.07199066576217, 84.0]","[341, 236]",695
539,"[495.9424646143227, 145.66915315319068, 120.0]","[506, 143]",761
540,"[284.25381533543134, 462.05926528194465, 274.0]","[277, 469]",766
541,"[98.62504592050122, 72.46137433186239, 26.0]","[95, 63]",442
542,"[503.74311964791775, 511.9908366913845, 262.0]","[497, 520]",608
543,"[431.43506216342394, 124.10111886196927, 58.0]","[434, 114]",980
544,"[228.79638776659485, 73.96412705547459, 48.0]","[230, 64]",995
545,"[80.41640435847499, 149.06211403400692, 50.0]","[82, 139]",752
546,"[433.66712780192734, 505.41557209492754, 274.0]","[426, 512]",1000
547,"[622.8305057415919, 342.5309785400306, 146.0]","[633, 345]",520
548,"[623.9193546819369, 282.9233816784357, 220.0]","[625, 293]",655
549,"[594.1167497044264, 190.50365155479824, 64.0]","[598, 181]",391
550,"[340.6729193711634, 192.81756398114516, 76.0]","[346, 184]",575
551,"[426.8378068438202, 426.0114762381507, 250.0]","[422, 435]",862
552,"[354.984479720165, 506.4836321163612, 274.0]","[347, 513]",410
553,"[614.2412329129115, 259.64264817755765, 166.0]","[623, 265]",896
554,"[503.7369304451154, 482.12749294005454, 334.0]","[494, 479]",360
555,"[720.2603098379902, 433.57600300518686, 220.0]","[721, 444]",1593
556,"[732.955259464526, 167.24507898620044, 160.0]","[742, 172]",805
557,"[337.79002789589117, 479.02682773065345, 194.0]","[343, 488]",448
558,"[684.0039644450375, 249.47448183088218, 186.0]","[690, 258]",1164
559,"[626.3656487760447, 316.4912839647319, 206.0]","[630, 326]",1346
560,"[708.0607930051617, 272.63029357339224, 126.0]","[718, 271]",734
561,"[187.264723139531, 347.92184020820406, 312.0]","[177, 348]",477
562,"[725.4739800327616, 214.72255372902634, 166.0]","[734, 220]",1328
563,"[453.85060720087944, 374.0562902237077, 300.0]","[444, 377]",627
564,"[366.32544588736846, 402.75818922598995, 350.0]","[358, 397]",700
565,"[747.2590019318466, 246.71160179822027, 224.0]","[747, 257]",387
566,"[92.65177965755473, 456.98546428008456, 336.0]","[83, 453]",1627
567,"[612.4779444557636, 348.15242101611136, 208.0]","[615, 358]",1073
568,"[157.8517309963391, 323.4561295130432, 274.0]","[150, 330]",538
569,"[294.1854392438267, 401.70081405595977, 228.0]","[294, 412]",227
570,"[185.13401482958866, 130.61047210960126, 92.0]","[193, 124]",809
571,"[671.0535992455883, 413.2356577970825, 252.0]","[666, 422]",715
572,"[174.6283582519961, 523.3671815033009, 264.0]","[168, 531]",827
573,"[535.2966461634012, 254.19866040601673, 150.0]","[545, 257]",762
574,"[603.6248306615668, 94.65074605480876, 142.0]","[614, 96]",1252
575,"[642.6182885251143, 248.77752298545442, 220.0]","[644, 259]",573
576,"[556.1701945665503, 362.57899124599896, 154.0]","[566, 366]",858
577,"[404.5078634387289, 433.96103486058763, 170.0]","[413, 440]",758
578,"[83.16457014913631, 325.07880867749554, 242.0]","[80, 335]",196
579,"[346.80701415308846, 209.18936938447615, 276.0]","[339, 216]",359
580,"[580.4372429974146, 382.91492903785974, 2.0]","[574, 375]",100
581,"[665.5866411677138, 304.25608921095494, 166.0]","[674, 310]",262
582,"[359.2974594490244, 513.6381473040778, 324.0]","[349, 512]",1029
583,"[94.28653847413887, 367.88147495208506, 4.0]","[88, 360]",875
584,"[423.7885901374588, 305.9502473794169, 142.0]","[434, 307]",584
585,"[84.14370017375111, 257.0651167413139, 8.0]","[78, 249]",1517
586,"[368.8329127919445, 71.8529346373483, 130.0]","[379, 71]",638
587,"[394.29699540958194, 481.224357320578, 316.0]","[384, 481]",507
588,"[229.1364660470305, 275.80065584886546, 64.0]","[232, 266]",313
589,"[526.8505925173147, 53.95529873817822, 142.0]","[537, 55]",1460
590,"[70.47708477962303, 106.26926352886032, 70.0]","[75, 97]",732
591,"[221.15494907177683, 244.1028873044218, 30.0]","[219, 234]",1208
592,"[152.85744829610533, 447.2032869815601, 352.0]","[145, 441]",767
593,"[717.7796994690555, 264.33188782949077, 158.0]","[727, 269]",868
594,"[474.94606547733036, 347.1029064879157, 352.0]","[467, 341]",559
595,"[396.9814641108313, 83.74922376377566, 124.0]","[407, 82]",997
596,"[699.3393792519557, 283.0386149447065, 150.0]","[709, 286]",822
597,"[243.3228894962785, 495.1738357831592, 242.0]","[240, 505]",858
598,"[354.24427950109276, 396.19381608755924, 350.0]","[346, 390]",802
599,"[547.6974824015407, 187.96604432566474, 158.0]","[557, 192]",1332
600,"[114.99398137297052, 276.75665544177906, 18.0]","[110, 268]",476
601,"[419.49225497999106, 313.75681717914165, 350.0]","[411, 308]",216
602,"[305.60882283216677, 295.8203690389664, 4.0]","[299, 288]",853
603,"[391.85635156330346, 522.0493741409522, 242.0]","[389, 532]",962
604,"[358.8718142158363, 102.63964864868757, 106.0]","[368, 98]",842
605,"[500.6202140897997, 276.7856392128983, 218.0]","[502, 287]",970
606,"[583.8189462241596, 305.94795737409675, 48.0]","[585, 296]",511
607,"[541.4108550078595, 221.55667946810763, 336.0]","[532, 218]",387
608,"[398.1458728664857, 166.33809854968436, 102.0]","[407, 161]",692
609,"[257.3399695326631, 262.06696773712054, 34.0]","[255, 252]",782
610,"[118.73043356316832, 84.18380411390895, 16.0]","[114, 75]",1145
611,"[540.3620778499254, 419.15556144688003, 6.0]","[534, 411]",344
612,"[681.0419874416401, 528.0104547514387, 240.0]","[678, 538]",261
613,"[338.28734359289854, 493.43329010041225, 134.0]","[347, 499]",68
614,"[508.32866877136655, 373.9255983748561, 198.0]","[513, 383]",870
615,"[610.9924983465241, 285.9435833034363, 216.0]","[613, 296]",1089
616,"[340.93797726481233, 274.00115726539514, 138.0]","[351, 275]",180
617,"[739.0653548888195, 484.580069482057, 200.0]","[743, 494]",1091
618,"[295.25550953829537, 545.3370678238269, 308.0]","[285, 546]",993
619,"[576.8980455495431, 320.5489997335246, 202.0]","[581, 330]",610
620,"[720.035797020132, 517.3997942381021, 244.0]","[717, 527]",975
621,"[154.91718769111205, 419.47682600500195, 20.0]","[151, 410]",853
622,"[323.7080574949665, 431.71976098442576, 176.0]","[331, 439]",357
623,"[559.2998093765053, 252.3725620157202, 158.0]","[569, 256]",1204
624,"[425.26914606017493, 279.4137137106857, 312.0]","[415, 280]",651
625,"[518.5659831795407, 278.3231787812231, 204.0]","[522, 288]",925
626,"[529.3556065992532, 294.0757909515474, 154.0]","[539, 298]",464
627,"[182.199364319348, 322.8771062288904, 62.0]","[185, 313]",356
628,"[423.8755980034979, 107.63177820562218, 60.0]","[427, 98]",1137
629,"[560.1645494056223, 486.6744025825775, 230.0]","[559, 497]",988
630,"[709.535268583914, 312.7240633140536, 176.0]","[717, 320]",1255
631,"[423.9983546430806, 359.88723205970194, 284.0]","[415, 365]",735
632,"[157.41618472299606, 445.87621205322165, 340.0]","[148, 442]",1531
633,"[192.78666072408814, 381.6268866427688, 278.0]","[185, 388]",626
634,"[677.8006087769409, 69.16798469498127, 108.0]","[687, 65]",769
635,"[277.03007586985467, 302.1654632578972, 20.0]","[273, 293]",547
636,"[211.65727124074, 508.03499949344166, 160.0]","[221, 512]",155
637,"[417.0478362403498, 329.8529667278026, 26.0]","[414, 320]",770
638,"[608.4846429743646, 374.9736465543787, 182.0]","[615, 383]",332
639,"[430.26724069169603, 466.0897837306862, 266.0]","[424, 474]",808
640,"[201.4522295992809, 480.507272948616, 338.0]","[192, 476]",864
641,"[349.3641195084508, 150.1047687421303, 38.0]","[348, 140]",644
642,"[447.04110513816494, 461.31385657209194, 2.0]","[440, 454]",520
643,"[431.0705279676836, 415.57206503989846, 184.0]","[438, 423]",861
644,"[304.8537184744911, 325.71716840179425, 142.0]","[315, 327]",522
645,"[221.02149922877706, 279.1622638202939, 244.0]","[218, 289]",71
646,"[105.84659488830954, 166.52020169260447, 10.0]","[100, 158]",992
647,"[741.1159480810014, 486.12773642816876, 198.0]","[746, 495]",852
648,"[425.03522318788123, 88.84506243910793, 144.0]","[435, 91]",389
649,"[314.96032184231643, 73.32462184566734, 80.0]","[321, 65]",1061
650,"[326.72820910748834, 384.4986662569842, 274.0]","[319, 391]",272
